 10027    473      0.0000     38.1705     6275.7010      730.8160     0.0000     9.4807    1.1706E+00    4.7824E-01    3.6000E-01      4793   3917    946    476   2.90    1.1995E-01    5.7380E+00
 10012    483      3.0000     38.4749     6263.2560     1117.3440     0.0000    20.8661    1.1770E+00    4.5245E-01    4.2000E-01      4510   3572    705    588   3.00    1.2120E-01    1.7480E+01
 10007    488      6.0000     50.7996     6088.6500     1227.0100     0.0000   121.2257    1.4037E+00    5.4973E-01    5.5500E-01      4515   2788    699    713   2.98    1.7331E-01    3.7512E+01
 10007    487     10.0000     60.0767     5973.9430     1096.2860   118.1870   263.7343    1.5599E+00    6.0899E-01    5.8500E-01      4412   2154    717    664   3.47    1.6904E-01    9.5600E+00
 10000    485     13.0000     65.1094     5767.4290     1496.7120    79.6560   241.3867    1.6273E+00    6.0870E-01    7.2000E-01      4513   1929    602    921   2.94    1.9125E-01    1.4329E+01
  9997    483     17.0000     66.4967     5679.0920      923.3520    37.5760   238.0631    1.6421E+00    5.9783E-01    5.4000E-01      4453   1949    599    478   2.66    1.7934E-01    1.6221E+01
  9992    484     20.0000     70.9169     5606.3070      927.2840     2.7450   233.5420    1.7073E+00    6.1327E-01    5.7000E-01      4433   1777    602    501   2.51    1.6572E-01    2.1386E+01
  9990    484     24.0000     72.3723     5552.1690     1263.4840     2.9130   203.1783    1.7252E+00    6.4929E-01    6.9000E-01      4304   1566    558    666   2.57    2.0253E-01    3.4835E+01
  9988    483     27.0000     76.4090     5519.4660     1077.1400     3.4160   204.3027    1.7854E+00    6.5465E-01    6.4500E-01      4331   1581    579    562   2.48    1.8291E-01    2.7075E+01
  9987    483     31.0000     77.4992     5483.4430     1107.7200    15.2530   242.8370    1.7986E+00    6.8301E-01    6.9000E-01      4215   1504    619    636   2.53    1.8469E-01    1.8998E+01
  9982    482     34.0000     82.4066     5428.8680     1074.9520    14.1760   252.2004    1.8680E+00    6.9603E-01    6.9000E-01      4164   1335    578    566   2.60    2.0466E-01    1.8047E+01
  9974    483     38.0000     88.3361     5362.0150     1386.2620    12.2080   239.8502    1.9494E+00    7.1855E-01    8.2500E-01      4246   1293    598    825   2.38    1.8976E-01    1.5937E+01
  9972    481     41.0000     89.2237     5328.2840     1139.8600    16.8320   228.0251    1.9586E+00    7.4399E-01    7.6500E-01      4251   1220    616    660   2.47    2.2611E-01    2.8100E+01
  9968    481     45.0000     92.3366     5302.8900     1144.8360    22.2680   248.1882    2.0011E+00    7.4229E-01    7.8000E-01      4227   1192    623    695   2.54    2.0138E-01    1.4809E+01
  9958    480     48.0000     90.6471     5273.2030      973.7120    18.2440   246.6294    1.9741E+00    7.0936E-01    6.9000E-01      4062   1266    572    535   2.28    2.0465E-01    1.5484E+01
  9957    476     51.0000     98.8052     5223.9250     1185.9560    15.9960   252.8766    2.0845E+00    7.6170E-01    8.2500E-01      4176   1092    588    710   2.65    2.1708E-01    2.8034E+01
  9944    479     55.0000     98.0775     5216.0720     1040.5080    19.4080   250.7670    2.0748E+00    7.4932E-01    7.5000E-01      4056   1114    542    543   2.15    2.5639E-01    9.6320E+00
  9941    478     58.0000     99.4674     5199.9310     1302.1700    18.1100   247.9200    2.0925E+00    7.4308E-01    8.4000E-01      4094   1082    548    733   2.11    1.9986E-01    2.0433E+01
  9939    476     62.0000    103.8413     5187.3490      975.6640    18.2880   247.3422    2.1519E+00    7.3997E-01    7.2000E-01      4134   1116    549    512   2.07    2.1051E-01    2.9458E+01
  9937    474     65.0000    102.5978     5158.3840      947.9080    17.1990   245.0935    2.1310E+00    7.3902E-01    6.9000E-01      4002   1090    541    468   2.05    2.1440E-01    2.7582E+01
  9933    476     69.0000    103.8192     5151.0500      872.8600    16.7290   249.3468    2.1474E+00    7.3626E-01    6.9000E-01      4048   1035    549    474   2.05    1.8475E-01    6.2880E+00
  9931    476     72.0000    107.5487     5125.4260      867.5180    17.1630   251.0091    2.1951E+00    7.4523E-01    6.9000E-01      4095   1024    525    435   2.03    2.1217E-01    2.9288E+01
  9930    475     76.0000    110.7844     5096.1730      679.2080    18.6240   238.5343    2.2348E+00    7.0569E-01    5.7000E-01      4085   1007    474    303   2.01    1.9648E-01    3.2654E+01
  9932    472     79.0000    114.6363     5081.6100      830.2840    20.0550   247.6018    2.2838E+00    7.3360E-01    6.6000E-01      4080   1016    492    385   1.98    2.2613E-01    2.6602E+01
  9928    473     83.0000    116.6809     5075.8850      649.0640    21.4610   248.2434    2.3106E+00    7.3273E-01    5.5500E-01      4116    984    494    281   1.98    1.8378E-01    2.6416E+01
  9926    473     86.0000    114.9304     5061.5690      835.0460    20.6840   248.4513    2.2855E+00    6.8120E-01    6.0000E-01      4058    959    433    327   1.98    2.2476E-01    4.1097E+01
  9924    472     90.0000    116.6254     5052.5800      782.3780    16.5500   247.8046    2.3068E+00    7.1348E-01    6.3000E-01      4032    964    460    341   1.97    2.3612E-01    3.4708E+01
  9923    471     93.0000    117.8979     5033.8360      787.1720    17.8260   247.8677    2.3209E+00    7.2547E-01    6.3000E-01      4009    917    451    322   1.95    2.1195E-01    5.0955E+01
  9919    471     96.0000    120.2612     5021.2100      685.0520    24.1710   241.7551    2.3504E+00    7.3878E-01    6.0000E-01      4018    912    466    276   1.93    2.5081E-01    3.7739E+01
  9920    470    100.0000    124.1993     4997.0430      637.3000    25.9590   249.2049    2.3974E+00    7.3912E-01    6.1500E-01      4105    892    463    290   1.92    2.0698E-01    2.0528E+01
  9919    468    103.0000    121.0139     4991.7560      758.6320    25.2510   249.0828    2.3555E+00    6.8553E-01    5.8500E-01      4005    905    398    275   1.94    2.0759E-01    2.0678E+01
  9920    465    107.0000    124.7503     4971.8020      622.0040    25.2240   245.2714    2.4004E+00    6.7002E-01    5.4000E-01      3932    934    394    229   1.90    2.4772E-01    3.0774E+01
  9917    466    110.0000    128.6631     4958.9560      602.3580    26.4220   243.8902    2.4487E+00    6.9965E-01    5.2500E-01      3966    914    449    226   1.88    2.1151E-01    3.0448E+01
  9916    465    114.0000    128.1609     4950.5670      700.6920    26.5630   249.3200    2.4411E+00    7.6780E-01    6.1500E-01      3973    839    468    293   1.88    2.3831E-01    3.2253E+01
  9916    463    117.0000    132.8417     4942.3610      449.4860    27.0780   246.6090    2.4988E+00    7.5343E-01    4.8000E-01      3968    857    447    154   1.86    2.3842E-01    3.9865E+01
  9911    463    121.0000    131.4175     4926.8210      824.5640    24.2670   248.4415    2.4790E+00    7.4706E-01    6.9000E-01      3937    817    443    360   1.86    2.2229E-01    3.2263E+01
  9910    462    124.0000    135.1177     4905.8950      685.7980    23.8670   246.9092    2.5219E+00    7.5889E-01    6.0000E-01      3903    816    468    288   1.85    2.4570E-01    3.9347E+01
  9909    459    128.0000    136.0788     4890.0590      441.2540    22.9130   246.9562    2.5312E+00    7.5839E-01    4.8000E-01      3943    791    448    162   1.83    2.0758E-01    4.4332E+01
  9906    460    131.0000    136.8017     4878.0550      765.7060    21.9350   246.8651    2.5386E+00    7.7439E-01    6.6000E-01      3892    739    441    316   1.80    2.2814E-01    5.5909E+01
  9903    460    135.0000    137.9079     4873.5270      618.0720    22.9110   246.4316    2.5519E+00    7.8672E-01    6.0000E-01      3969    779    465    243   1.82    2.3316E-01    2.1957E+01
  9899    460    138.0000    136.4585     4864.8470      629.4900    21.8830   242.4054    2.5331E+00    7.5458E-01    6.0000E-01      3899    775    435    247   1.83    2.3995E-01    5.2526E+01
