 10027    473      0.0000     38.1705     6275.7010      730.8160     0.0000     9.4807    1.1706E+00    4.7824E-01    3.6000E-01      4793   3917    946    476   2.90    1.1995E-01    5.7380E+00
 10008    487      3.0000     38.0126     6263.2560     1531.5780     0.0000    21.3351    1.1679E+00    4.3593E-01    4.9500E-01      4440   3616    653    907   3.02    1.3072E-01    8.4180E+00
 10006    489      6.0000     51.8639     6088.6500     1281.2600    31.3360   118.0158    1.4233E+00    5.3832E-01    5.5500E-01      4562   2677    665    723   2.97    1.6741E-01    1.0826E+01
  9997    489     10.0000     58.2223     5865.4140     1300.6780    49.6260   110.3602    1.5192E+00    6.0151E-01    6.3000E-01      4530   2259    705    782   2.97    1.4384E-01    2.6988E+01
  9988    489     13.0000     65.2679     5719.5470     1572.0700    18.7030   120.1695    1.6266E+00    6.1423E-01    7.2000E-01      4531   1986    653    972   2.72    1.9316E-01    2.3049E+01
  9986    488     17.0000     67.5573     5647.6580     1141.6080    18.0270   127.6215    1.6576E+00    6.3704E-01    6.4500E-01      4294   1771    623    641   2.57    1.9893E-01    2.2931E+01
  9982    488     20.0000     71.1746     5597.3970     1462.5960     7.9890   129.0509    1.7115E+00    6.5087E-01    7.5000E-01      4376   1686    615    878   2.48    2.1731E-01    1.6491E+01
  9979    487     24.0000     74.2033     5543.2110     1400.1420    13.8940   128.6087    1.7543E+00    7.0053E-01    7.6500E-01      4310   1584    664    844   2.55    2.1160E-01    3.3131E+01
  9975    484     27.0000     76.8489     5508.0970     1293.2620    17.8550   117.6118    1.7924E+00    6.5953E-01    7.0500E-01      4193   1417    554    661   2.46    2.1607E-01    1.8974E+01
  9970    482     31.0000     81.5929     5462.8290     1303.4960    12.0630   125.7006    1.8609E+00    6.3503E-01    7.0500E-01      4244   1399    495    625   2.43    2.0749E-01    2.0714E+01
  9961    481     34.0000     87.3839     5403.5330     1136.0560    10.7910   127.5300    1.9419E+00    7.1763E-01    7.3500E-01      4314   1363    628    673   2.36    2.0188E-01    2.4952E+01
  9955    481     38.0000     91.9649     5340.7330     1065.0600    15.4520   115.0835    2.0020E+00    7.6469E-01    7.6500E-01      4208   1128    588    588   2.23    2.2050E-01    2.5446E+01
  9954    479     41.0000     91.9212     5308.7680     1271.3640    18.5630   125.4739    1.9975E+00    7.3255E-01    7.9500E-01      4146   1159    560    685   2.30    2.4767E-01    2.1882E+01
  9943    479     45.0000     97.8265     5278.9640     1034.3800    20.2230   126.0739    2.0796E+00    7.1679E-01    7.0500E-01      4179   1116    532    511   2.33    2.1012E-01    2.4559E+01
  9937    476     48.0000     99.8983     5250.9670     1281.5700    16.6180   126.7775    2.1059E+00    7.5862E-01    8.2500E-01      4148   1046    541    652   2.21    2.2316E-01    1.2303E+01
  9931    473     51.0000    103.9026     5202.7420     1136.2420    21.1720   126.5779    2.1559E+00    7.7819E-01    7.9500E-01      4197   1011    525    565   2.27    2.3314E-01    2.2020E+01
  9924    472     55.0000    101.2879     5196.9940     1056.9000    19.3020   121.0318    2.1197E+00    7.6018E-01    7.6500E-01      4070    938    473    481   2.07    2.3003E-01    3.4729E+01
  9923    470     58.0000    105.8603     5184.7480     1272.4960    20.5180   118.0959    2.1814E+00    7.7839E-01    8.4000E-01      4054    952    504    614   2.04    2.1631E-01    1.8510E+01
  9916    472     62.0000    106.5206     5171.0890      967.0400    21.6850   126.4542    2.1895E+00    7.4258E-01    7.2000E-01      4072    966    480    438   2.04    2.5917E-01    3.4598E+01
  9914    470     65.0000    106.4401     5144.4170      957.0560    23.6400   125.2921    2.1849E+00    7.6519E-01    7.3500E-01      4026    943    527    474   2.03    2.0911E-01    4.2705E+01
  9912    468     69.0000    108.9497     5136.5930      932.5100    22.2290   125.8744    2.2182E+00    7.1868E-01    6.7500E-01      4036    960    482    422   2.03    2.2519E-01    1.7310E+01
  9907    469     72.0000    113.2353     5109.8810      789.1820    20.9540   122.7499    2.2727E+00    7.3613E-01    6.4500E-01      4042    964    470    339   1.99    2.2198E-01    3.5393E+01
  9905    470     76.0000    111.4257     5080.8610      603.6660    21.4720   125.2934    2.2444E+00    7.6918E-01    6.0000E-01      4017    906    525    280   2.00    2.2353E-01    1.9070E+01
  9901    469     79.0000    118.1377     5063.9550      695.0480    18.7910   125.5401    2.3317E+00    7.9095E-01    6.4500E-01      4067    891    506    314   1.95    2.2559E-01    2.5770E+01
  9899    468     83.0000    121.3511     5058.0850      646.3160    19.1860   124.1275    2.3731E+00    7.7353E-01    6.1500E-01      4050    858    487    279   1.93    2.2017E-01    2.9634E+01
  9897    467     86.0000    121.9126     5042.4240     1049.9860    17.9630   124.3821    2.3782E+00    7.5359E-01    7.6500E-01      4037    848    454    481   1.92    2.4009E-01    3.9287E+01
  9894    467     90.0000    116.9050     5037.1780      910.0000    18.4200   123.6779    2.3123E+00    7.4918E-01    7.2000E-01      4037    891    483    434   1.95    2.1696E-01    2.6415E+01
  9893    466     93.0000    120.2728     5015.9800      611.3360    14.9860   123.8126    2.3533E+00    7.9076E-01    5.8500E-01      3949    870    502    262   1.92    2.0798E-01    5.6348E+01
  9892    466     96.0000    126.7994     5006.1130      713.9340    15.7520   124.3841    2.4362E+00    7.6049E-01    6.0000E-01      3991    883    492    289   1.91    2.1140E-01    3.0343E+01
  9890    466    100.0000    125.6215     4981.4340      559.3860    17.2430   123.1630    2.4174E+00    7.3943E-01    5.4000E-01      3985    892    456    226   1.91    2.1235E-01    4.2794E+01
  9887    466    103.0000    127.9564     4975.7140      886.4120    16.8770   120.2541    2.4468E+00    7.5708E-01    7.2000E-01      3951    838    461    410   1.89    2.4698E-01    3.1546E+01
  9886    465    107.0000    131.6232     4955.6530      754.8280    16.7390   115.0491    2.4901E+00    7.9521E-01    6.3000E-01      4000    799    481    310   1.88    2.0223E-01    3.4337E+01
  9885    466    110.0000    134.5466     4943.1020      820.6100    17.6520   124.6561    2.5249E+00    8.1386E-01    7.3500E-01      3920    749    493    389   1.84    2.3740E-01    2.4648E+01
  9883    466    114.0000    131.9356     4934.1160     1064.1440    18.2850   123.4780    2.4909E+00    7.8012E-01    8.1000E-01      3964    769    445    487   1.88    2.8684E-01    2.9205E+01
  9880    465    117.0000    135.5460     4922.6590      800.6140    15.7450   123.5759    2.5346E+00    7.7604E-01    7.0500E-01      3904    744    450    356   1.83    2.2519E-01    3.4159E+01
  9877    465    121.0000    138.0749     4909.7130      715.6780    17.3700   124.2086    2.5642E+00    8.1067E-01    6.9000E-01      4012    736    460    316   1.84    2.5822E-01    2.6834E+01
  9875    465    124.0000    138.9151     4889.0660      736.1740    16.8560   122.1450    2.5713E+00    7.7813E-01    6.9000E-01      3942    730    443    316   1.82    2.0423E-01    2.8157E+01
  9875    463    128.0000    143.0246     4874.3590      891.9360    16.5770   123.6687    2.6191E+00    7.8916E-01    7.6500E-01      3915    687    430    397   1.79    2.8222E-01    2.5840E+01
  9871    465    131.0000    138.3038     4862.6970      700.2200    15.8560   121.4516    2.5597E+00    7.8046E-01    6.4500E-01      3891    749    448    288   1.82    2.0707E-01    2.2496E+01
  9871    464    135.0000    150.2767     4858.7960      751.3740    16.1540   122.2449    2.7047E+00    8.0035E-01    6.9000E-01      3911    685    436    326   1.76    2.2154E-01    2.0955E+01
  9870    463    138.0000    142.6949     4849.4090      738.2340    14.0430   121.3488    2.6114E+00    7.6470E-01    6.4500E-01      3909    744    430    301   1.81    2.0904E-01    2.1431E+01
  9869    464    142.0000    144.3310     4842.1590      783.3020    16.3600   122.6323    2.6302E+00    8.3281E-01    7.6500E-01      3914    686    465    385   1.81    2.7513E-01    2.2388E+01
  9866    464    145.0000    148.0659     4824.0830      780.7820    18.0260   119.1136    2.6725E+00    7.8493E-01    6.9000E-01      3928    732    429    330   1.80    2.1646E-01    3.3520E+01
  9867    463    148.0000    153.4409     4817.1530      501.7940    20.5760   119.2256    2.7353E+00    8.5003E-01    6.0000E-01      3938    663    474    205   1.76    2.1361E-01    3.7132E+01
  9868    462    152.0000    150.9282     4810.2780      504.0560    21.2410   122.7663    2.7039E+00    7.9425E-01    5.4000E-01      3892    715    428    187   1.76    2.0677E-01    4.3885E+01
  9865    463    155.0000    150.8752     4802.2020      775.5940    19.8260   120.8764    2.7023E+00    8.3284E-01    7.5000E-01      3852    676    441    339   1.75    2.6368E-01    2.3541E+01
  9863    463    159.0000    150.5491     4791.4900      534.8140    19.3610   117.9929    2.6967E+00    8.4704E-01    6.3000E-01      3899    705    471    248   1.77    2.0192E-01    4.0376E+01
  9864    461    162.0000    150.4182     4784.7000      693.0360    18.9900   121.4638    2.6937E+00    7.8418E-01    6.9000E-01      3879    726    433    304   1.77    2.5984E-01    3.1058E+01
  9861    461    166.0000    154.6346     4772.8600      779.3260    17.9900   120.3570    2.7420E+00    8.5678E-01    7.8000E-01      3902    663    457    364   1.76    2.7376E-01    2.6935E+01
  9862    460    169.0000    161.7995     4759.6600      525.6900    17.9900   121.6918    2.8233E+00    8.1666E-01    5.8500E-01      3915    666    443    209   1.73    2.1803E-01    2.4185E+01
  9860    460    173.0000    151.0344     4756.0450      759.2660    18.6500   122.5790    2.6963E+00    8.1891E-01    7.2000E-01      3801    719    469    357   1.75    2.2531E-01    2.2092E+01
  9859    461    176.0000    162.3512     4755.9390      530.9980    18.3040   122.2509    2.8295E+00    8.2577E-01    6.3000E-01      3901    666    430    217   1.71    2.5960E-01    3.9211E+01
  9860    460    180.0000    159.7403     4755.4800      319.7700    18.4810   121.5148    2.7988E+00    8.1100E-01    4.5000E-01      3880    695    440    110   1.73    2.5249E-01    4.6041E+01
  9859    461    183.0000    152.2623     4743.1000      647.7520    19.1100   122.0500    2.7086E+00    8.4041E-01    6.7500E-01      3834    672    465    298   1.76    2.5532E-01    3.6394E+01
